z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
33,57,90As,0,,,,β⁻2n,,
33,58,91As,0,,,,β⁻,100,
33,58,91As,0,,,,β⁻n,,
33,58,91As,0,,,,β⁻2n,,
33,55,88As,0,200,ms,+200-90,β⁻,100,
33,55,88As,0,200,ms,+200-90,β⁻n,,
33,55,88As,0,200,ms,+200-90,β⁻2n,,
33,56,89As,0,,,,β⁻,100,
33,56,89As,0,,,,β⁻n,,
33,56,89As,0,,,,β⁻2n,,
33,53,86As,0,944,ms,8,β⁻n,35.5,0.6
33,53,86As,0,944,ms,8,β⁻,100,
33,53,86As,0,944,ms,8,β⁻2n,,
33,54,87As,0,484,ms,26,β⁻n,15.4,2.2
33,54,87As,0,484,ms,26,β⁻,100,
33,54,87As,0,484,ms,26,β⁻2n,,
33,51,84As,0,3.16,s,0.58,β⁻,100,
33,51,84As,0,3.16,s,0.58,β⁻n,0.28,0.04
33,52,85As,0,2.023,s,0.007,β⁻,100,
33,52,85As,0,2.023,s,0.007,β⁻n,62.2,1.6
33,59,92As,0,,,,β⁻,100,
33,59,92As,0,,,,β⁻n,,
33,59,92As,0,,,,β⁻2n,,
33,46,79As,0,9.01,m,0.15,β⁻,100,
33,47,80As,0,15.2,s,0.2,β⁻,100,
33,44,77As,0,38.79,h,0.04,β⁻,100,
33,45,78As,0,90.7,m,0.2,β⁻,100,
33,43,76As,0,26.24,h,0.09,β⁻,100,
33,40,73As,0,80.3,d,0.06,ε,100,
33,41,74As,0,17.78,d,0.04,β⁻,34,2
33,41,74As,0,17.78,d,0.04,ε+β+,66,2
33,48,81As,0,33.3,s,0.8,β⁻,100,
33,49,82As,0,19.1,s,0.5,β⁻,100,
33,49,82As,0.1316,13.6,s,0.3,B-,100,
33,35,68As,0,151.6,s,0.8,ε+β+,100,
33,36,69As,0,15.2,m,0.2,ε+β+,100,
33,33,66As,0,95.77,ms,0.23,ε+β+,100,
33,33,66As,0,95.77,ms,0.23,εp,,
33,34,67As,0,42.5,s,1.2,ε+β+,100,
33,31,64As,0,69.2,ms,1.4,ε+β+,100,
33,31,64As,0,69.2,ms,1.4,εp,,
33,32,65As,0,130.3,ms,0.6,ε+β+,100,
33,32,65As,0,130.3,ms,0.6,εp,,
33,30,63As,0,43,ns,<,p,,
33,39,72As,0,26,h,0.1,ε+β+,100,
33,37,70As,0,52.6,m,0.3,ε+β+,100,
33,38,71As,0,65.3,h,0.07,ε+β+,100,
34,61,95Se,0,,,,β⁻,100,
34,61,95Se,0,,,,β⁻n,,
34,61,95Se,0,,,,β⁻2n,,
34,60,94Se,0,,,,β⁻,100,
34,60,94Se,0,,,,β⁻n,,
34,60,94Se,0,,,,β⁻2n,,
34,50,84Se,0,3.3,m,0.1,β⁻,100,
34,51,85Se,0,32.9,s,0.3,β⁻,100,
34,58,92Se,0,,,,β⁻,100,
34,58,92Se,0,,,,β⁻n,,
34,58,92Se,0,,,,β⁻2n,,
34,59,93Se,0,,,,β⁻,100,
34,59,93Se,0,,,,β⁻n,,
34,59,93Se,0,,,,β⁻2n,,
34,56,90Se,0,195,ms,+95-65,β⁻,100,
34,56,90Se,0,195,ms,+95-65,β⁻n,,
34,57,91Se,0,270,ms,50,β⁻n,21,10
34,57,91Se,0,270,ms,50,β⁻,100,
34,57,91Se,0,270,ms,50,β⁻2n,,
34,54,88Se,0,1.51,s,0.03,β⁻,100,
34,54,88Se,0,1.51,s,0.03,β⁻n,0.99,0.1
34,55,89Se,0,0.41,s,0.03,β⁻,100,
34,55,89Se,0,0.41,s,0.03,β⁻n,6.7,1.6
34,52,86Se,0,14.3,s,0.3,β⁻,100,
34,53,87Se,0,5.51,s,0.12,β⁻,100,
34,53,87Se,0,5.51,s,0.12,β⁻n,0.36,0.08
34,47,81Se,0,18.5,m,0.1,β⁻,100,
34,47,81Se,0.10300000000000001,57.28,m,0.02,B-,0.051,0.014
34,47,81Se,0.10300000000000001,57.28,m,0.02,IT,99.949,0.014
34,48,82Se,0,8.77e+19,y,2.98e+18-2.97e+18,2β⁻,100,
34,45,79Se,0,3.27e+05,y,2.86e+04,β⁻,100,
34,45,79Se,0.09577,3.92,m,0.01,B-,0.056,0.011
34,45,79Se,0.09577,3.92,m,0.01,IT,99.944,0.011
34,43,77Se,0.16192230000000002,17.38,s,0.04,IT,100,
34,41,75Se,0,119.779,d,0.011,ε,100,
34,49,83Se,0,22.25,m,0.05,β⁻,100,
34,49,83Se,0.22891999999999998,70.2,s,0.5,B-,100,
34,36,70Se,0,41.1,m,0.3,ε+β+,100,
34,37,71Se,0,4.78,m,0.06,ε+β+,100,
34,34,68Se,0,35.5,s,0.7,ε+β+,100,
34,35,69Se,0,27.4,s,0.2,εp,0.052,0.008
34,35,69Se,0,27.4,s,0.2,ε+β+,100,
34,32,66Se,0,51,ms,4,ε+β+,100,
34,32,66Se,0,51,ms,4,εp,,
34,33,67Se,0,133,ms,4,εp,0.5,0.1
34,33,67Se,0,133,ms,4,ε+β+,100,
34,30,64Se,0,22.6,ms,0.2,ε+β+,100,
34,30,64Se,0,22.6,ms,0.2,εp,,
34,31,65Se,0,34.2,ms,0.7,εp,88,
34,31,65Se,0,34.2,ms,0.7,ε+β+,100,
34,38,72Se,0,8.4,d,0.08,ε,100,
34,39,73Se,0,7.18,h,0.02,ε+β+,100,
34,39,73Se,0.02571,39.8,m,1.3,IT,72.6,0.3
34,39,73Se,0.02571,39.8,m,1.3,EC+B+,27.4,0.3
34,29,63Se,0,13.2,ms,3.9,2p,0.5,
34,29,63Se,0,13.2,ms,3.9,ε+β+,100,
34,29,63Se,0,13.2,ms,3.9,εp,89,11
35,63,98Br,0,,,,β⁻,100,
35,63,98Br,0,,,,β⁻n,,
35,63,98Br,0,,,,β⁻2n,,
35,62,97Br,0,,,,β⁻,100,
35,62,97Br,0,,,,β⁻n,,
35,62,97Br,0,,,,β⁻2n,,
35,61,96Br,0,,,,β⁻,100,
35,61,96Br,0,,,,β⁻n,,
35,61,96Br,0,,,,β⁻2n,,
35,60,95Br,0,,,,β⁻,100,
35,60,95Br,0,,,,β⁻n,,
35,60,95Br,0,,,,β⁻2n,,
35,52,87Br,0,55.68,s,0.12,β⁻,100,
35,52,87Br,0,55.68,s,0.12,β⁻n,2.6,0.04
35,51,86Br,0,55.1,s,0.4,β⁻,100,
35,50,85Br,0,2.94,m,0.06,β⁻,100,
35,59,94Br,0,70,ms,20,β⁻n,30,10
35,59,94Br,0,70,ms,20,β⁻,100,
35,59,94Br,0,70,ms,20,β⁻2n,,
35,58,93Br,0,152,ms,8,β⁻n,64,7
35,58,93Br,0,152,ms,8,β⁻,100,
35,58,93Br,0,152,ms,8,β⁻2n,,
35,57,92Br,0,344,ms,15,β⁻n,33.1,2.5
35,57,92Br,0,344,ms,15,β⁻,100,
35,57,92Br,0,344,ms,15,β⁻2n,,
35,56,91Br,0,544,ms,10,β⁻,100,
35,56,91Br,0,544,ms,10,β⁻n,29.8,0.8
35,55,90Br,0,1.91,s,0.01,β⁻,100,
35,55,90Br,0,1.91,s,0.01,β⁻n,25.3,0.9
35,54,89Br,0,4.348,s,0.022,β⁻,100,
35,54,89Br,0,4.348,s,0.022,β⁻n,13.5,0.5
35,53,88Br,0,16.34,s,0.08,β⁻,100,
35,53,88Br,0,16.34,s,0.08,β⁻n,6.62,0.2
35,41,76Br,0,16.16,h,0.17,ε+β+,100,
35,41,76Br,0.10258,1.4,s,0.07,IT,99.4,
35,41,76Br,0.10258,1.4,s,0.07,EC+B+,0.6,
35,40,75Br,0,96.7,m,1.3,ε+β+,100,
35,49,84Br,0,31.76,m,0.07,β⁻,100,
35,49,84Br,0.32,6,m,0.2,B-,100,
35,48,83Br,0,2.374,h,0.004,β⁻,100,
35,47,82Br,0,35.284,h,0.007,β⁻,100,
35,47,82Br,0.045949199999999996,6.13,m,0.05,B-,2.4,0.3
35,47,82Br,0.045949199999999996,6.13,m,0.05,IT,97.6,0.3
35,45,80Br,0,17.68,m,0.02,β⁻,91.7,0.2
35,45,80Br,0,17.68,m,0.02,ε+β+,8.3,0.2
35,45,80Br,0.085843,4.4204,h,0.0009,IT,100,
35,44,79Br,0.20761000000000002,4.85,s,0.03,IT,100,
35,43,78Br,0,6.45,m,0.03,β⁻,0.01,
35,43,78Br,0,6.45,m,0.03,ε+β+,99.99,
35,42,77Br,0,57.04,h,0.12,ε+β+,100,
35,42,77Br,0.10586,4.25,m,0.08,IT,100,
35,38,73Br,0,3.4,m,0.2,ε+β+,100,
35,37,72Br,0,78.6,s,2.4,ε+β+,100,
35,37,72Br,0.1012,10.3,s,0.6,IT,100,
35,37,72Br,0.1012,10.3,s,0.6,EC+B+,,
35,36,71Br,0,21.4,s,0.6,ε+β+,100,
35,35,70Br,0,78.88,ms,0.31,ε+β+,100,
35,35,70Br,0,78.88,ms,0.31,εp,,
35,35,70Br,2.2923000000000004,2.162,s,0.05,EC+B+,100,
35,35,70Br,2.2923000000000004,2.162,s,0.05,ECp,,
35,34,69Br,0,24,ns,<,p,100,
35,33,68Br,0,35,ns,5,p,,
35,39,74Br,0,25.4,m,0.3,ε+β+,100,
35,39,74Br,0.01358,44,m,2.2,EC+B+,100,
36,64,100Kr,0,7,ms,+11-3,β⁻,100,
36,64,100Kr,0,7,ms,+11-3,β⁻n,,
36,64,100Kr,0,7,ms,+11-3,β⁻2n,,
36,63,99Kr,0,13,ms,+34-6,β⁻n,11,7
36,63,99Kr,0,13,ms,+34-6,β⁻,100,
36,63,99Kr,0,13,ms,+34-6,β⁻2n,,
36,62,98Kr,0,43,ms,4,β⁻n,7,1
36,62,98Kr,0,43,ms,4,β⁻,100,
36,62,98Kr,0,43,ms,4,β⁻2n,,
36,61,97Kr,0,62,ms,3,β⁻n,6.7,0.6
36,61,97Kr,0,62,ms,3,β⁻,100,
36,61,97Kr,0,62,ms,3,β⁻2n,,
36,60,96Kr,0,80,ms,6,β⁻,100,
36,60,96Kr,0,80,ms,6,β⁻n,3.7,0.4
36,65,101Kr,0,,,,β⁻,100,
36,65,101Kr,0,,,,β⁻n,,
36,65,101Kr,0,,,,β⁻2n,,
36,53,89Kr,0,3.147,m,0.035,β⁻,100,
36,52,88Kr,0,2.803,h,0.009,β⁻,100,
36,51,87Kr,0,76.09,m,0.36,β⁻,100,
36,59,95Kr,0,114,ms,7,β⁻n,2.87,0.18
36,59,95Kr,0,114,ms,7,β⁻,100,
36,59,95Kr,0,114,ms,7,β⁻2n,,
36,58,94Kr,0,212,ms,4,β⁻,100,
36,58,94Kr,0,212,ms,4,β⁻n,1.11,0.07
36,57,93Kr,0,1.284,s,0.01,β⁻,100,
36,57,93Kr,0,1.284,s,0.01,β⁻n,2,0.2
36,56,92Kr,0,1.841,s,0.008,β⁻,100,
36,56,92Kr,0,1.841,s,0.008,β⁻n,0.0332,0.0025
36,55,91Kr,0,8.57,s,0.04,β⁻,100,
36,55,91Kr,0,8.57,s,0.04,β⁻n,,
36,54,90Kr,0,32.32,s,0.09,β⁻,100,
36,41,77Kr,0,71.25,m,0.42,ε+β+,100,
36,40,76Kr,0,14.8,h,0.1,ε+β+,100,
36,49,85Kr,0,10.73,y,+0.01-0.01,β⁻,100,
36,49,85Kr,0.304871,4.48,h,0.008,B-,78.8,0.5
36,49,85Kr,0.304871,4.48,h,0.008,IT,21.2,0.5
36,47,83Kr,0.0415575,1.83,h,0.02,IT,100,
36,45,81Kr,0,2.29e+05,y,1.10e+04,ε,100,
36,45,81Kr,0.19064,13.21,s,0.11,IT,99.99753,0.00037
36,45,81Kr,0.19064,13.21,s,0.11,EC,0.00247,0.00037
36,43,79Kr,0,34.96,h,0.03,ε+β+,100,
36,43,79Kr,0.12977000000000002,50,s,3,IT,100,
36,31,67Kr,0,7.4,ms,3.0,2p,37,14
36,31,67Kr,0,7.4,ms,3.0,ε+β+,,
36,39,75Kr,0,4.55,m,0.09,ε+β+,100,
36,38,74Kr,0,11.5,m,0.1,ε+β+,100,
36,37,73Kr,0,27.3,s,1.0,εp,0.25,0.03
36,37,73Kr,0,27.3,s,1.0,ε+β+,100,
36,36,72Kr,0,17.1,s,0.2,ε+β+,100,
36,35,71Kr,0,95,ms,0.4,εp,3.06,0.27
36,35,71Kr,0,95,ms,0.4,ε+β+,100,
36,34,70Kr,0,45.19,ms,0.14,εp,0.545,0.023
36,34,70Kr,0,45.19,ms,0.14,ε+β+,100,
36,33,69Kr,0,27.9,ms,0.8,εp,95,
36,33,69Kr,0,27.9,ms,0.8,ε+β+,100,
36,32,68Kr,0,21.6,ms,3.3,εp,89,
36,32,68Kr,0,21.6,ms,3.3,ε+β+,100,
37,55,92Rb,0,4.48,s,0.03,β⁻,100,
37,55,92Rb,0,4.48,s,0.03,β⁻n,0.0109,0.0006
37,56,93Rb,0,5.85,s,0.02,β⁻,100,
37,56,93Rb,0,5.85,s,0.02,β⁻n,1.46,0.09
37,57,94Rb,0,2.704,s,0.005,β⁻,100,
37,57,94Rb,0,2.704,s,0.005,β⁻n,10.29,0.22
37,58,95Rb,0,379.9,ms,1.6,β⁻,100,
37,58,95Rb,0,379.9,ms,1.6,β⁻n,8.75,0.29
37,59,96Rb,0,201.6,ms,1.0,β⁻n,13.8,0.5
37,59,96Rb,0,201.6,ms,1.0,β⁻,100,
37,59,96Rb,0,201.6,ms,1.0,β⁻2n,,
37,50,87Rb,0,4.97e+10,y,3.20e+08,β⁻,100,
37,51,88Rb,0,17.775,m,0.017,β⁻,100,
37,52,89Rb,0,15.39,m,0.1,β⁻,100,
37,53,90Rb,0,158,s,4,β⁻,100,
37,53,90Rb,0.10690000000000001,258,s,3,B-,97.5,0.4
37,53,90Rb,0.10690000000000001,258,s,3,IT,2.5,0.4
37,54,91Rb,0,58,s,0.2,β⁻,100,
37,54,91Rb,0,58,s,0.2,β⁻n,,
37,44,81Rb,0,4.571,h,0.003,ε+β+,100,
37,44,81Rb,0.08631,30.41,m,0.19,IT,97.6,0.6
37,44,81Rb,0.08631,30.41,m,0.19,EC+B+,2.4,0.6
37,45,82Rb,0,1.2577,m,0.0009,ε+β+,100,
37,45,82Rb,0.069,6.472,h,0.006,IT,0.33,
37,45,82Rb,0.069,6.472,h,0.006,EC+B+,100,
37,46,83Rb,0,86.2,d,0.1,ε,100,
37,47,84Rb,0,32.82,d,0.07,β⁻,3.9,2
37,47,84Rb,0,32.82,d,0.07,ε+β+,96.1,2
37,47,84Rb,0.463616,20.26,m,0.08,IT,100,
37,49,86Rb,0,18.671,d,0.01,β⁻,99.9948,0.0005
37,49,86Rb,0,18.671,d,0.01,ε,0.0052,0.0005
37,49,86Rb,0.5560499999999999,1.017,m,0.003,B-,0.3,
37,49,86Rb,0.5560499999999999,1.017,m,0.003,IT,99.7,
37,40,77Rb,0,3.78,m,0.04,ε+β+,100,
37,41,78Rb,0,17.66,m,0.04,ε+β+,100,
37,41,78Rb,0.11119,5.75,m,0.03,IT,9,2
37,41,78Rb,0.11119,5.75,m,0.03,EC+B+,91,2
37,42,79Rb,0,22.8,m,0.3,ε+β+,100,
37,43,80Rb,0,33.4,s,0.7,ε+β+,100,
37,35,72Rb,0,103,ns,22,p,,
37,36,73Rb,0,81,ns,<,p,100,
37,36,73Rb,0,81,ns,<,ε+β+,,
37,37,74Rb,0,64.777,ms,0.029,ε+β+,100,
37,37,74Rb,0,64.777,ms,0.029,εp,,
37,38,75Rb,0,19,s,1.2,ε+β+,100,
37,39,76Rb,0,36.5,s,0.5,εɑ,3.8e-7,1e-7
37,39,76Rb,0,36.5,s,0.5,ε+β+,100,
37,66,103Rb,0,23,ms,+13-9,β⁻,100,
37,66,103Rb,0,23,ms,+13-9,β⁻n,,
37,66,103Rb,0,23,ms,+13-9,β⁻2n,,
37,67,104Rb,0,,,,β⁻,100,
37,67,104Rb,0,,,,β⁻n,,
37,67,104Rb,0,,,,β⁻2n,,
37,60,97Rb,0,169.1,ms,0.6,β⁻n,25.5,0.9
37,60,97Rb,0,169.1,ms,0.6,β⁻,100,
37,60,97Rb,0,169.1,ms,0.6,β⁻2n,,
37,61,98Rb,0,115,ms,6,β⁻n,14.3,0.8
37,61,98Rb,0,115,ms,6,β⁻2n,0.054,0.008
37,61,98Rb,0,115,ms,6,β⁻,100,
37,61,98Rb,0.07,96,ms,3,B-,100,
37,61,98Rb,0.07,96,ms,3,B-n,,
37,61,98Rb,0.07,96,ms,3,IT,,
37,62,99Rb,0,53.8,ms,2.7,β⁻n,19.8,2
37,62,99Rb,0,53.8,ms,2.7,β⁻,100,
37,62,99Rb,0,53.8,ms,2.7,β⁻2n,,
37,63,100Rb,0,52,ms,2,β⁻n,6,1
37,63,100Rb,0,52,ms,2,β⁻2n,0.15,0.05
37,63,100Rb,0,52,ms,2,β⁻,100,
37,64,101Rb,0,32,ms,+4-3,β⁻n,27,4
37,64,101Rb,0,32,ms,+4-3,β⁻,100,
37,64,101Rb,0,32,ms,+4-3,β⁻2n,,
37,65,102Rb,0,37,ms,4,β⁻n,65,22
37,65,102Rb,0,37,ms,4,β⁻,100,
37,65,102Rb,0,37,ms,4,β⁻2n,,
38,67,105Sr,0,39,ms,5,β⁻,100,
38,67,105Sr,0,39,ms,5,β⁻n,,
38,67,105Sr,0,39,ms,5,β⁻2n,,
38,68,106Sr,0,20,ms,+8-7,β⁻,100,
38,68,106Sr,0,20,ms,+8-7,β⁻n,,
38,68,106Sr,0,20,ms,+8-7,β⁻2n,,
38,69,107Sr,0,,,,β⁻,100,
38,69,107Sr,0,,,,β⁻n,,
38,69,107Sr,0,,,,β⁻2n,,
38,60,98Sr,0,653,ms,2,β⁻,100,
38,60,98Sr,0,653,ms,2,β⁻n,0.23,0.03
38,61,99Sr,0,269,ms,1,β⁻,100,
38,61,99Sr,0,269,ms,1,β⁻n,0.1,0.019
38,62,100Sr,0,201,ms,1,β⁻,100,
38,62,100Sr,0,201,ms,1,β⁻n,1.09,0.25
38,63,101Sr,0,114,ms,2,β⁻,100,
38,63,101Sr,0,114,ms,2,β⁻n,2.75,0.25
38,64,102Sr,0,72,ms,6,β⁻,100,
38,64,102Sr,0,72,ms,6,β⁻n,5.5,1.5
38,65,103Sr,0,56,ms,9,β⁻,100,
38,65,103Sr,0,56,ms,9,β⁻n,,
38,65,103Sr,0,56,ms,9,β⁻2n,,
38,66,104Sr,0,51,ms,4,β⁻,100,
38,66,104Sr,0,51,ms,4,β⁻n,,
38,66,104Sr,0,51,ms,4,β⁻2n,,
38,56,94Sr,0,75.3,s,0.2,β⁻,100,
38,57,95Sr,0,23.9,s,0.14,β⁻,100,
38,58,96Sr,0,1.065,s,0.015,β⁻,100,
38,58,96Sr,0,1.065,s,0.015,β⁻n,,
38,59,97Sr,0,431,ms,5,β⁻,100,
38,59,97Sr,0,431,ms,5,β⁻n,0.03,0.02
38,51,89Sr,0,50.56,d,0.03,β⁻,100,
38,52,90Sr,0,28.91,y,+0.02-0.02,β⁻,100,
38,53,91Sr,0,9.68,h,0.02,β⁻,100,
38,54,92Sr,0,2.61,h,0.02,β⁻,100,
38,55,93Sr,0,7.43,m,0.03,β⁻,100,
38,45,83Sr,0,32.41,h,0.03,ε+β+,100,
38,45,83Sr,0.25915,4.95,s,0.12,IT,100,
38,47,85Sr,0,64.849,d,0.004,ε,100,
38,47,85Sr,0.23879,67.63,m,0.04,IT,86.6,0.4
38,47,85Sr,0.23879,67.63,m,0.04,EC,13.4,0.4
38,49,87Sr,0.3885287,2.815,h,0.011,IT,99.7,0.08
38,49,87Sr,0.3885287,2.815,h,0.011,EC,0.3,0.08
38,40,78Sr,0,156,s,3,ε+β+,100,
38,41,79Sr,0,2.23,m,0.07,ε+β+,100,
38,42,80Sr,0,106.3,m,1.5,ε+β+,100,
38,43,81Sr,0,22.29,m,0.38,ε+β+,100,
38,44,82Sr,0,25.35,d,0.02,ε,100,
38,35,73Sr,0,23.3,ms,1.3,εp,100,
38,35,73Sr,0,23.3,ms,1.3,ε+β+,100,
38,36,74Sr,0,27.6,ms,2.6,ε+β+,100,
38,36,74Sr,0,27.6,ms,2.6,εp,,
38,37,75Sr,0,85.2,ms,2.2,εp,5.2,0.9
38,37,75Sr,0,85.2,ms,2.2,ε+β+,100,
38,38,76Sr,0,7.89,s,0.07,εp,0.000034,0.000008
38,38,76Sr,0,7.89,s,0.07,ε+β+,100,
38,39,77Sr,0,9,s,0.2,εp,0.08,0.03
38,39,77Sr,0,9,s,0.2,ε+β+,100,
39,69,108Y,0,30,ms,5,β⁻,100,
39,69,108Y,0,30,ms,5,β⁻n,,
39,69,108Y,0,30,ms,5,β⁻2n,,
39,68,107Y,0,33.5,ms,3.0,β⁻,100,
39,68,107Y,0,33.5,ms,3.0,β⁻n,,
39,68,107Y,0,33.5,ms,3.0,β⁻2n,,
39,61,100Y,0,729,ms,8,β⁻,100,
39,61,100Y,0,729,ms,8,β⁻n,1.11,0.18
39,61,100Y,0.145,0.94,s,0.03,B-,100,
39,61,100Y,0.145,0.94,s,0.03,B-n,,
39,60,99Y,0,1.483,s,0.006,β⁻,100,
39,60,99Y,0,1.483,s,0.006,β⁻n,1.77,0.19
39,63,102Y,0+X,396,ms,24,β⁻,100,
39,63,102Y,0+X,396,ms,24,β⁻n,6,1.3
39,63,102Y,0+X,300,ms,10,B-,100,
39,63,102Y,0+X,300,ms,10,B-n,4,1.5
39,62,101Y,0,429,ms,19,β⁻,100,
39,62,101Y,0,429,ms,19,β⁻n,1.88,0.16
39,65,104Y,0,197,ms,4,β⁻n,34,10
39,65,104Y,0,197,ms,4,β⁻,100,
39,65,104Y,0,197,ms,4,β⁻2n,,
39,64,103Y,0,236,ms,12,β⁻,100,
39,64,103Y,0,236,ms,12,β⁻n,8,2
39,67,106Y,0,81,ms,+8-5,β⁻,100,
39,67,106Y,0,81,ms,+8-5,β⁻n,,
39,67,106Y,0,81,ms,+8-5,β⁻2n,,
39,66,105Y,0,107,ms,+6-9,β⁻n,82,
39,66,105Y,0,107,ms,+6-9,β⁻,100,
39,66,105Y,0,107,ms,+6-9,β⁻2n,,
39,70,109Y,0,25,ms,5,β⁻,100,
39,70,109Y,0,25,ms,5,β⁻n,,
39,70,109Y,0,25,ms,5,β⁻2n,,
39,58,97Y,0,3.75,s,0.03,β⁻,100,
39,58,97Y,0,3.75,s,0.03,β⁻n,0.057,0.004
39,58,97Y,0.66752,1.17,s,0.03,B-n,0.08,
39,58,97Y,0.66752,1.17,s,0.03,IT,0.7,
39,58,97Y,0.66752,1.17,s,0.03,B-,99.3,
39,58,97Y,3.5226,142,ms,8,B-,5.2,0.9
39,58,97Y,3.5226,142,ms,8,IT,94.8,0.9
39,57,96Y,0,5.35,s,0.04,β⁻,100,
39,57,96Y,1.5405,9.7,s,0.2,B-,100,
39,59,98Y,0,548,ms,1,β⁻,100,
39,59,98Y,0,548,ms,1,β⁻n,0.33,0.03
39,59,98Y,0.4657,2.32,s,0.08,B-n,3.44,0.95
39,59,98Y,0.4657,2.32,s,0.08,B-,100,
39,59,98Y,0.4657,2.32,s,0.08,IT,,
39,50,89Y,0.9089700000000001,15.663,s,0.003,IT,100,
39,52,91Y,0,58.56,d,0.09,β⁻,100,
39,52,91Y,0.5555800000000001,49.72,m,0.09,B-,1.5,
39,52,91Y,0.5555800000000001,49.72,m,0.09,IT,98.5,
39,51,90Y,0,64.046,h,0.049,β⁻,100,
39,51,90Y,0.68201,3.232,h,0.01,B-,0.0018,0.0002
39,51,90Y,0.68201,3.232,h,0.01,IT,99.9982,0.0002
39,54,93Y,0,10.17,h,0.08,β⁻,100,
39,54,93Y,0.758719,0.82,s,0.04,IT,100,
39,53,92Y,0,3.54,h,0.01,β⁻,100,
39,56,95Y,0,10.4,m,0.1,β⁻,100,
39,55,94Y,0,18.7,m,0.1,β⁻,100,
39,47,86Y,0,14.74,h,0.02,ε+β+,100,
39,47,86Y,0.21821000000000002,47.4,m,0.4,IT,99.31,0.04
39,47,86Y,0.21821000000000002,47.4,m,0.4,EC+B+,0.69,0.04
39,46,85Y,0,2.67,h,0.05,ε+β+,100,
39,46,85Y,0.01968,4.9,h,0.1,EC+B+,100,
39,49,88Y,0,106.626,d,0.02,ε+β+,100,
39,48,87Y,0,79.89,h,0.25,ε+β+,100,
39,48,87Y,0.38082,13.38,h,0.03,IT,98.43,0.11
39,48,87Y,0.38082,13.38,h,0.03,EC+B+,1.57,0.11
39,41,80Y,0,30.1,s,0.5,ε+β+,100,
39,41,80Y,0,30.1,s,0.5,εp,,
39,41,80Y,0.2285,4.8,s,0.3,EC+B+,19,2
39,41,80Y,0.2285,4.8,s,0.3,IT,81,2
39,41,80Y,0.2285,4.8,s,0.3,ECp,,
39,40,79Y,0,14.8,s,0.6,ε+β+,100,
39,40,79Y,0,14.8,s,0.6,εp,,
39,43,82Y,0,8.3,s,0.2,ε+β+,100,
39,42,81Y,0,70.4,s,1.0,ε+β+,100,
39,45,84Y,0,40.1,m,1.1,ε+β+,100,
39,45,84Y,0.067,4.6,s,0.2,EC+B+,100,
39,44,83Y,0,7.08,m,0.06,ε+β+,100,
39,44,83Y,0.06204,2.85,m,0.02,IT,40,5
39,44,83Y,0.06204,2.85,m,0.02,EC+B+,60,5
39,38,77Y,0,57,ms,+22-12,ε+β+,,
39,38,77Y,0,57,ms,+22-12,εp,,
39,38,77Y,0,57,ms,+22-12,p,,
39,37,76Y,0,24,ms,+12-6,ε+β+,,
39,37,76Y,0,24,ms,+12-6,εp,,
39,37,76Y,0,24,ms,+12-6,p,,
39,39,78Y,0,50,ms,3,ε+β+,100,
39,39,78Y,0,50,ms,3,εp,,
39,39,78Y,0+X,5.8,s,0.6,EC+B+,100,
39,39,78Y,0+X,5.8,s,0.6,ECp,,
40,69,109Zr,0,56,ms,3,β⁻,100,
40,69,109Zr,0,56,ms,3,β⁻n,,
40,69,109Zr,0,56,ms,3,β⁻2n,,
40,68,108Zr,0,77.4,ms,2.2,β⁻,100,
40,68,108Zr,0,77.4,ms,2.2,β⁻n,,
40,67,107Zr,0,146,ms,4,β⁻,100,
40,67,107Zr,0,146,ms,4,β⁻n,23,
40,66,106Zr,0,178,ms,6,β⁻,100,
40,66,106Zr,0,178,ms,6,β⁻n,7,
40,61,101Zr,0,2.32,s,0.07,β⁻,100,
40,60,100Zr,0,7.1,s,0.4,β⁻,100,
40,65,105Zr,0,670,ms,28,β⁻,100,
40,65,105Zr,0,670,ms,28,β⁻n,2,
40,64,104Zr,0,922,ms,28,β⁻,100,
40,64,104Zr,0,922,ms,28,β⁻n,1,
40,63,103Zr,0,1.38,s,0.072,β⁻,100,
40,63,103Zr,0,1.38,s,0.072,β⁻n,1,
40,62,102Zr,0,2.01,s,0.08,β⁻,100,
40,58,98Zr,0,30.7,s,0.4,β⁻,100,
40,57,97Zr,0,16.749,h,0.008,β⁻,100,
40,56,96Zr,0,2.29e+19,y,1.91e+18-1.91e+18,2β⁻,100,
40,55,95Zr,0,64.032,d,0.006,β⁻,100,
40,59,99Zr,0,2.1,s,0.1,β⁻,100,
40,50,90Zr,2.319,809.2,ms,2.0,IT,100,
40,53,93Zr,0,1.61e+06,y,5.14e+04,β⁻,100,
40,47,87Zr,0,1.68,h,0.01,ε+β+,100,
40,47,87Zr,0.33583999999999997,14,s,0.2,IT,100,
40,46,86Zr,0,16.5,h,0.1,ε+β+,100,
40,45,85Zr,0,7.86,m,0.04,ε+β+,100,
40,45,85Zr,0.2922,10.9,s,0.3,IT,100,
40,45,85Zr,0.2922,10.9,s,0.3,EC+B+,,
40,44,84Zr,0,26,m,0.6,ε+β+,100,
40,49,89Zr,0,78.364,h,0.015,ε+β+,100,
40,49,89Zr,0.58782,4.161,m,0.012,IT,93.77,0.12
